Lake,Site,ISO 8601 UTC,SampleDateTime,Value,Approval Level,Grade,Qualifiers,Parameter,Sample
Lake ?karo,1,2020-09-02T21:05:00Z,3/09/2020 9:05,0.0412,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-09T20:25:00Z,10/09/2020 8:25,0.0623,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-09T20:30:00Z,10/09/2020 8:30,0.0409,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-09T20:35:00Z,10/09/2020 8:35,0.0387,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-09T20:40:00Z,10/09/2020 8:40,0.0367,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-09T20:45:00Z,10/09/2020 8:45,0.0483,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-04T21:50:00Z,5/05/2021 9:50,0.0236,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-04T21:55:00Z,5/05/2021 9:55,0.4089,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-04T22:00:00Z,5/05/2021 10:00,0.2083,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-04T22:05:00Z,5/05/2021 10:05,0.0226,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-04T22:15:00Z,5/05/2021 10:15,0.0236,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-06T19:15:00Z,7/05/2021 7:15,0.0194,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-06T19:20:00Z,7/05/2021 7:20,0.3619,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-06T19:25:00Z,7/05/2021 7:25,0.2299,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-06T19:30:00Z,7/05/2021 7:30,0.0197,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-06T19:45:00Z,7/05/2021 7:45,0.0201,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-12T19:20:00Z,13/05/2021 7:20,0.0165,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-12T19:25:00Z,13/05/2021 7:25,2.374,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-12T19:30:00Z,13/05/2021 7:30,0.1423,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-12T19:35:00Z,13/05/2021 7:35,0.0144,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2021-05-12T19:45:00Z,13/05/2021 7:45,0.0165,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2023-03-07T19:00:00Z,8/03/2023 7:00,0.0234,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2023-03-08T22:00:00Z,9/03/2023 10:00,0.0266,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2023-08-15T19:15:00Z,16/08/2023 7:15,0.0481,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2023-08-22T21:15:00Z,23/08/2023 9:15,0.0746,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2024-04-16T19:15:00Z,17/04/2024 7:15,0.0129,Validated,400,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2024-04-23T23:25:00Z,24/04/2024 11:25,0.0146,Validated,400,,TP (g/m3),Surface
Lake ?karo,1,2018-06-20T22:45:00Z,21/06/2018 10:45,0.945,Validated,200,Routine,TN (g/m3),Surface
Lake ?karo,1,2018-06-20T22:47:00Z,21/06/2018 10:47,0.948,Validated,200,Routine,TN (g/m3),Surface
Lake ?karo,1,2018-06-20T22:50:00Z,21/06/2018 10:50,0.938,Validated,200,Routine,TN (g/m3),Surface
Lake ?karo,1,2018-06-20T22:55:00Z,21/06/2018 10:55,0.928,Validated,200,Routine,TN (g/m3),Surface
Lake ?karo,1,2018-06-20T22:45:00Z,21/06/2018 10:45,1.65,Validated,200,Routine,Turbidity (NTU),Surface
Lake ?karo,1,2018-06-20T22:47:00Z,21/06/2018 10:47,1.62,Validated,200,Routine,Turbidity (NTU),Surface
Lake ?karo,1,2018-06-20T22:50:00Z,21/06/2018 10:50,1.95,Validated,200,Routine,Turbidity (NTU),Surface
Lake ?karo,1,2018-06-20T22:55:00Z,21/06/2018 10:55,1.79,Validated,200,Routine,Turbidity (NTU),Surface
Lake ?karo,1,2018-06-20T22:45:00Z,21/06/2018 10:45,7.16,Validated,200,Routine,pH,Surface
Lake ?karo,1,2018-06-20T22:47:00Z,21/06/2018 10:47,7.16,Validated,200,Routine,pH,Surface
Lake ?karo,1,2018-06-20T22:50:00Z,21/06/2018 10:50,7.18,Validated,200,Routine,pH,Surface
Lake ?karo,1,2018-06-20T22:55:00Z,21/06/2018 10:55,7.17,Validated,200,Routine,pH,Surface
Lake ?karo,1,2020-08-27T23:30:00Z,28/08/2020 11:30,7.14,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-08-27T23:35:00Z,28/08/2020 11:35,7.16,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-08-27T23:40:00Z,28/08/2020 11:40,7.25,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-08-27T23:45:00Z,28/08/2020 11:45,7.37,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-08-28T00:00:00Z,28/08/2020 12:00,7.33,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-02T20:45:00Z,3/09/2020 8:45,7.18,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-02T20:50:00Z,3/09/2020 8:50,7.15,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-02T20:55:00Z,3/09/2020 8:55,7.25,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-02T21:00:00Z,3/09/2020 9:00,7.49,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-02T21:05:00Z,3/09/2020 9:05,7.43,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-09T20:25:00Z,10/09/2020 8:25,8.44,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-09T20:30:00Z,10/09/2020 8:30,7.15,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-09T20:35:00Z,10/09/2020 8:35,7.18,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-09T20:40:00Z,10/09/2020 8:40,7.22,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2020-09-09T20:45:00Z,10/09/2020 8:45,7.8,Validated,200,Project/Other,pH,Surface
Lake ?karo,1,2021-05-04T21:50:00Z,5/05/2021 9:50,7.35,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-04T21:55:00Z,5/05/2021 9:55,6.54,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-04T22:00:00Z,5/05/2021 10:00,6.55,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-04T22:05:00Z,5/05/2021 10:05,7.2,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-04T22:15:00Z,5/05/2021 10:15,7.38,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-06T19:15:00Z,7/05/2021 7:15,7.26,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-06T19:20:00Z,7/05/2021 7:20,6.57,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-06T19:25:00Z,7/05/2021 7:25,6.58,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-06T19:30:00Z,7/05/2021 7:30,7.25,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-06T19:45:00Z,7/05/2021 7:45,7.32,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-12T19:20:00Z,13/05/2021 7:20,7.41,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-12T19:25:00Z,13/05/2021 7:25,6.54,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-12T19:30:00Z,13/05/2021 7:30,6.6,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-12T19:35:00Z,13/05/2021 7:35,7.03,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2021-05-12T19:45:00Z,13/05/2021 7:45,7.44,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2023-03-07T19:00:00Z,8/03/2023 7:00,7.91,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2023-03-08T22:00:00Z,9/03/2023 10:00,7.63,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2023-08-15T19:15:00Z,16/08/2023 7:15,7.81,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2023-08-22T21:15:00Z,23/08/2023 9:15,7.57,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2024-04-16T19:15:00Z,17/04/2024 7:15,7.61,Validated,400,Project/Other,pH,Surface
Lake ?karo,1,2024-04-23T23:25:00Z,24/04/2024 11:25,7.49,Validated,400,,pH,Surface
